,HTP,ATP,HM1_D,HM1_L,HM1_W,HM2_D,HM2_L,HM2_W,HM3_D,HM3_L,HM3_W,AM1_D,AM1_L,AM1_W,AM2_D,AM2_L,AM2_W,AM3_D,AM3_L,AM3_W,HTGD,ATGD,DiffFormPts
30,0.01047783287645002,0.014134103954042715,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,-0.3212631935895469,1.6101484222931257,0.0
31,-0.4153706254875215,-0.32955359895667546,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,-0.3212631935895469,-0.013847732356460828,0.0
32,-0.20244639630553576,-0.5013974504120345,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0.3314982881616719,-0.6634461942162955,0.25
33,-0.11727670463274144,-0.5443584132758743,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0051175472860624715,-1.31304465607613,1.25
34,0.13823237038564148,-0.028826858909797057,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1.3106405107885002,0.9605499604332911,0.5
35,-0.1598615504691386,-0.5873193761397141,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0.0051175472860624715,-1.9626431179359647,0.75
36,-0.24503124214193292,-0.415475524684355,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0.0051175472860624715,-0.013847732356460828,0.0
37,0.01047783287645002,-0.1577097475013164,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0.3314982881616719,0.9605499604332911,0.5
38,-0.24503124214193292,0.014134103954042715,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,2.2897827334153282,1.6101484222931257,0.0
39,-0.03210701295994713,-0.20067071036515616,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0.9842597699128908,0.3109514985734565,0.75
40,0.12119843205108267,0.19457014798216973,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1.3106405107885002,0.7656704218753406,-0.4
41,-0.38981971798568327,-0.2865926360928357,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,-0.2559870454144251,-0.2736871171003947,-0.2
42,-0.0832088279636237,-0.3209614063839075,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1.8328496961894751,0.24599165238747303,0.6
43,-0.5260912246621541,-0.08038001434640475,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,-1.3004054162163752,-0.013847732356460828,-0.8
44,-0.5260912246621541,-0.14911755492854845,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,-1.5615100089168625,-0.013847732356460828,-0.6
45,-0.5260912246621541,0.40078276972860066,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,-2.605928379718813,1.2853491913632085,-2.2
